longitude,latitude
116.29913559377941,39.983805205278
116.32454699167715,39.999989250179325
116.32177626372453,40.01021319434577
116.32227122535804,40.00788276201298
116.29688471897443,40.01133753125697
116.29688471897443,40.01133753125697
116.33137017898115,39.9755609640737
116.29688471897443,40.01133753125697
116.32424812500001,40.000039375
116.32177626372453,40.01021319434577
116.32024790975518,40.006971091688236
116.32177626372453,40.01021319434577
116.32424812500001,40.000039375
116.32024790975518,40.006971091688236
116.32177626372453,40.01021319434577
116.32024790975518,40.006971091688236
116.3243964909091,40.00188420568182
116.32177626372453,40.01021319434577
116.32177626372453,40.01021319434577
116.32024790975518,40.006971091688236
116.32454699167715,39.999989250179325
116.32454699167715,39.999989250179325
116.32177626372453,40.01021319434577
116.32177626372453,40.01021319434577
116.33251213839824,39.991495289165364
116.32454699167715,39.999989250179325
116.32454699167715,39.999989250179325
116.32177626372453,40.01021319434577
116.30051903428573,39.98568531785714
116.32177626372453,40.01021319434577
116.32454699167715,39.999989250179325
116.32024790975518,40.006971091688236
116.32511052313576,40.00081474968188
116.32227122535804,40.00788276201298
116.32024790975518,40.006971091688236
116.32177626372453,40.01021319434577
116.32024790975518,40.006971091688236
116.32454699167715,39.999989250179325
116.32177626372453,40.01021319434577
116.32454699167715,39.999989250179325
116.32177626372453,40.01021319434577
116.32024790975518,40.006971091688236
116.326383,40.005777
116.32691254521379,40.000072163575545
116.32691254521379,40.000072163575545
116.31539372292362,40.00969581824988
116.32205633846152,39.99690304615384
116.32691254521379,40.000072163575545
116.32691254521379,40.000072163575545
116.31725767701151,39.990846427873564
116.32691254521379,40.000072163575545
116.32024790975518,40.006971091688236
116.32691254521379,40.000072163575545
116.32024790975518,40.006971091688236
116.32691254521379,40.000072163575545
116.32495199999998,39.999300000000005
116.32024790975518,40.006971091688236
116.32691254521379,40.000072163575545
116.32024790975518,40.006971091688236
116.32523300474617,40.006140265064865
116.32691254521379,40.000072163575545
116.31539372292362,40.00969581824988
116.31539372292362,40.00969581824988
116.27243456179777,39.98936315730339
116.32177154617597,39.97470666233767
116.40544497690058,39.90882740087719
116.31539372292362,40.00969581824988
116.38988022483224,39.93748578859064
116.3756067079646,39.94440576991148
116.31539372292362,40.00969581824988
116.58792110696503,40.079464572320006
116.32024790975518,40.006971091688236
116.32691254521379,40.000072163575545
116.32804935630335,39.991524251402716
116.32804935630335,39.991524251402716
116.32177626372453,40.01021319434577
116.32691254521379,40.000072163575545
116.29775549714711,39.762714077945496
116.32691254521379,40.000072163575545
116.32177626372453,40.01021319434577
116.32691254521379,40.000072163575545
116.29775549714711,39.762714077945496
116.3372770233539,39.92653201010107
116.3372770233539,39.92653201010107
116.38595498708936,39.90027217146484
116.38595498708936,39.90027217146484
116.31943831531746,39.96659369436509
116.3372770233539,39.92653201010107
116.3372770233539,39.92653201010107
116.3372770233539,39.92653201010107
116.2994398347589,39.98322698587435
116.31002342338101,39.97734619155967
116.3372770233539,39.92653201010107
116.20834896149833,39.896935668456216
116.38595498708936,39.90027217146484
116.3372770233539,39.92653201010107
116.38595498708936,39.90027217146484
116.38595498708936,39.90027217146484
116.3372770233539,39.92653201010107
116.38595498708936,39.90027217146484
116.38595498708936,39.90027217146484
116.3372770233539,39.92653201010107
116.38595498708936,39.90027217146484
116.38595498708936,39.90027217146484
116.3372770233539,39.92653201010107
116.38595498708936,39.90027217146484
116.38595498708936,39.90027217146484
116.3372770233539,39.92653201010107
116.3372770233539,39.92653201010107
116.3372770233539,39.92653201010107
116.3372770233539,39.92653201010107
116.38595498708936,39.90027217146484
116.38595498708936,39.90027217146484
116.3372770233539,39.92653201010107
116.38595498708936,39.90027217146484
116.38595498708936,39.90027217146484
116.3372770233539,39.92653201010107
116.38595498708936,39.90027217146484
116.38508538055555,39.89970851444445
116.38595498708936,39.90027217146484
116.3372770233539,39.92653201010107
116.32432901205887,39.9112837146145
116.3372770233539,39.92653201010107
116.3372770233539,39.92653201010107
116.3372770233539,39.92653201010107
116.20834896149833,39.896935668456216
116.20627214583334,39.90591352083334
116.38595498708936,39.90027217146484
116.38595498708936,39.90027217146484
116.3372770233539,39.92653201010107
116.38595498708936,39.90027217146484
116.38595498708936,39.90027217146484
116.38595498708936,39.90027217146484
116.38595498708936,39.90027217146484
116.3372770233539,39.92653201010107
116.3372770233539,39.92653201010107
116.38595498708936,39.90027217146484
116.38595498708936,39.90027217146484
116.3225034913171,39.93706401458876
116.3372770233539,39.92653201010107
116.3372770233539,39.92653201010107
116.38595498708936,39.90027217146484
116.3372770233539,39.92653201010107
116.3372770233539,39.92653201010107
116.38595498708936,39.90027217146484
116.3372770233539,39.92653201010107
116.3372770233539,39.92653201010107
116.3372770233539,39.92653201010107
116.34770398750001,39.97514606875
116.3372770233539,39.92653201010107
116.3372770233539,39.92653201010107
116.20722840927951,39.90608665895832
116.38595498708936,39.90027217146484
116.38595498708936,39.90027217146484
116.3372770233539,39.92653201010107
116.3372770233539,39.92653201010107
116.38595498708936,39.90027217146484
116.3372770233539,39.92653201010107
116.32024790975518,40.006971091688236
116.32691254521379,40.000072163575545
116.32523300474617,40.006140265064865
116.32024790975518,40.006971091688236
116.32691254521379,40.000072163575545
116.32804935630335,39.991524251402716
116.32691254521379,40.000072163575545
116.32691254521379,40.000072163575545
116.32024790975518,40.006971091688236
116.32149363272606,40.00131715588799
116.32149363272606,40.00131715588799
116.32439908182384,39.98094577374621
116.32691254521379,40.000072163575545
116.32024790975518,40.006971091688236
116.32691254521379,40.000072163575545
116.32691254521379,40.000072163575545
116.32804935630335,39.991524251402716
116.32691254521379,40.000072163575545
116.32177626372453,40.01021319434577
116.32691254521379,40.000072163575545
116.32691254521379,40.000072163575545
116.3477229677375,39.93950192922804
116.32691254521379,40.000072163575545
116.32691254521379,40.000072163575545
116.32691254521379,40.000072163575545
116.32177626372453,40.01021319434577
116.32691254521379,40.000072163575545
116.32691254521379,40.000072163575545
116.32024790975518,40.006971091688236
116.32524856998252,39.99613953192226
116.32691254521379,40.000072163575545
116.32024790975518,40.006971091688236
116.32691254521379,40.000072163575545
116.32523300474617,40.006140265064865
116.32024790975518,40.006971091688236
